	full name	simple name	stigmatizing
82	\Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older ( phs000287 )\Data contain extensive medical history information, describing general physical and psychological health of participating subjects (all > 65 years of age; subjects were also queried about family history of cardio-vascular disease, especially stroke). Emphasis is given to auditory, visual, respiratory, cardio-vascular functions, medications/supplements taken, cognitive and emotional well being and subjects' mobility/independence and movement limitations. Lifestyle information is provided through variables querying for alcohol consumption, dietary, exercise and smoking habits. Data were collected at year 5 (NEW).\TAKING ESTROGEN TO PREVENT HOT FLASHES\	TAKING ESTROGEN TO PREVENT HOT FLASHES	y
83	\Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older ( phs000287 )\Data contain extensive medical history information, describing general physical and psychological health of participating subjects (all > 65 years of age; subjects were also queried about family history of cardio-vascular disease, especially stroke). Emphasis is given to auditory, visual, respiratory, cardio-vascular functions, medications/supplements taken, cognitive and emotional well being and subjects' mobility/independence and movement limitations. Lifestyle information is provided through variables querying for alcohol consumption, dietary, exercise and smoking habits. Data were collected at year 5 (NEW).\TAKING ESTROGEN TO PREVENT OSTEOPOROSIS\	TAKING ESTROGEN TO PREVENT OSTEOPOROSIS	y
84	\Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older ( phs000287 )\Data contain extensive medical history information, describing general physical and psychological health of participating subjects (all > 65 years of age; subjects were also queried about family history of cardio-vascular disease, especially stroke). Emphasis is given to auditory, visual, respiratory, cardio-vascular functions, medications/supplements taken, cognitive and emotional well being and subjects' mobility/independence and movement limitations. Lifestyle information is provided through variables querying for alcohol consumption, dietary, exercise and smoking habits. Data were collected at year 5 (NEW).\TAKING ESTROGEN TO PREVENT OTHER SYMPTOM\	TAKING ESTROGEN TO PREVENT OTHER SYMPTOM	y
85	\Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older ( phs000287 )\Data contain extensive medical history information, describing general physical and psychological health of participating subjects (all > 65 years of age; subjects were also queried about family history of cardio-vascular disease, especially stroke). Emphasis is given to auditory, visual, respiratory, cardio-vascular functions, medications/supplements taken, cognitive and emotional well being and subjects' mobility/independence and movement limitations. Lifestyle information is provided through variables querying for alcohol consumption, dietary, exercise and smoking habits. Data were collected at year 5 (NEW).\TOOK ESTROGEN FOR OTHER REASONS\	TOOK ESTROGEN FOR OTHER REASONS	y
86	\Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older ( phs000287 )\Data contain extensive medical history information, describing general physical and psychological health of participating subjects (all > 65 years of age; subjects were also queried about family history of cardio-vascular disease, especially stroke). Emphasis is given to auditory, visual, respiratory, cardio-vascular functions, medications/supplements taken, cognitive and emotional well being and subjects' mobility/independence and movement limitations. Lifestyle information is provided through variables querying for alcohol consumption, dietary, exercise and smoking habits. Data were collected at year 5 (NEW).\TOOK ESTROGEN IN THE PAST\	TOOK ESTROGEN IN THE PAST	y
87	\Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older ( phs000287 )\Data contain extensive medical history information, describing general physical and psychological health of participating subjects (all > 65 years of age; subjects were also queried about family history of cardio-vascular disease, especially stroke). Emphasis is given to auditory, visual, respiratory, cardio-vascular functions, medications/supplements taken, cognitive and emotional well being and subjects' mobility/independence and movement limitations. Lifestyle information is provided through variables querying for alcohol consumption, dietary, exercise and smoking habits. Data were collected at year 5 (NEW).\TOOK ESTROGEN REASONS, SPECIFY\	TOOK ESTROGEN REASONS, SPECIFY	y
88	\Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older ( phs000287 )\Data contain extensive medical history information, describing general physical and psychological health of participating subjects (all > 65 years of age; subjects were also queried about family history of cardio-vascular disease, especially stroke). Emphasis is given to auditory, visual, respiratory, cardio-vascular functions, medications/supplements taken, cognitive and emotional well being and subjects' mobility/independence and movement limitations. Lifestyle information is provided through variables querying for alcohol consumption, dietary, exercise and smoking habits. Data were collected at year 5 (NEW).\TOOK ESTROGEN TO PREVENT CHD\	TOOK ESTROGEN TO PREVENT CHD	y
89	\Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older ( phs000287 )\Data contain extensive medical history information, describing general physical and psychological health of participating subjects (all > 65 years of age; subjects were also queried about family history of cardio-vascular disease, especially stroke). Emphasis is given to auditory, visual, respiratory, cardio-vascular functions, medications/supplements taken, cognitive and emotional well being and subjects' mobility/independence and movement limitations. Lifestyle information is provided through variables querying for alcohol consumption, dietary, exercise and smoking habits. Data were collected at year 5 (NEW).\TOOK ESTROGEN TO PREVENT HOT FLASHES\	TOOK ESTROGEN TO PREVENT HOT FLASHES	y
90	\Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older ( phs000287 )\Data contain extensive medical history information, describing general physical and psychological health of participating subjects (all > 65 years of age; subjects were also queried about family history of cardio-vascular disease, especially stroke). Emphasis is given to auditory, visual, respiratory, cardio-vascular functions, medications/supplements taken, cognitive and emotional well being and subjects' mobility/independence and movement limitations. Lifestyle information is provided through variables querying for alcohol consumption, dietary, exercise and smoking habits. Data were collected at year 5 (NEW).\TOOK ESTROGEN TO PREVENT OSTEOPOROSIS\	TOOK ESTROGEN TO PREVENT OSTEOPOROSIS	y
91	\Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older ( phs000287 )\Data contain extensive medical history information, describing general physical and psychological health of participating subjects (all > 65 years of age; subjects were also queried about family history of cardio-vascular disease, especially stroke). Emphasis is given to auditory, visual, respiratory, cardio-vascular functions, medications/supplements taken, cognitive and emotional well being and subjects' mobility/independence and movement limitations. Lifestyle information is provided through variables querying for alcohol consumption, dietary, exercise and smoking habits. Data were collected at year 5 (NEW).\TOOK ESTROGEN TO PREVENT OTHER SYMPTOMS\	TOOK ESTROGEN TO PREVENT OTHER SYMPTOMS	y
